Month,DepartmentType,LocationName,Area,NumberOfAttendancesEpisode,NumberMeetingTargetEpisode,AttendanceGreater8hrs,AttendanceGreater12hrs,UnaccountedAttendanceWait,DischargeDestinationAdmissionToSame,DischargeDestinationOtherSpecialty,DischargeDestinationResidence,DischargeDestinationTransfer,DischargeDestinationUnknown,Year,NumberMeetingTargetEpisodePercentage,AttendanceGreater8hrsPercentage,AttendanceGreater12hrsPercentage,UnaccountedAttendanceWaitPercentage,DischargeDestinationAdmissionToSamePercentage,DischargeDestinationOtherSpecialtyPercentage,DischargeDestinationResidencePercentage,DischargeDestinationTransferPercentage,DischargeDestinationUnknownPercentage
08-2014,Emergency Department,Inverclyde Royal Hospital,NHS Greater Glasgow and Clyde,2843.0,2678.0,0.0,0.0,165.0,779.0,6.0,1820.0,26.0,212.0,2014,94.2,0.0,0.0,5.8,27.4,0.21,64.02,0.91,7.46
08-2014,Emergency Department,Royal Alexandra Hospital,NHS Greater Glasgow and Clyde,6096.0,5259.0,34.0,0.0,803.0,1896.0,12.0,3937.0,78.0,173.0,2014,86.27,0.56,0.0,13.17,31.1,0.2,64.58,1.28,2.84
08-2014,Emergency Department,Glasgow Royal Infirmary,NHS Greater Glasgow and Clyde,7047.0,6370.0,9.0,0.0,668.0,2271.0,25.0,4351.0,97.0,303.0,2014,90.39,0.13,0.0,9.48,32.23,0.35,61.74,1.38,4.3
08-2014,Minor Injury Unit or Other,Stobhill Hospital,NHS Greater Glasgow and Clyde,1439.0,1438.0,0.0,0.0,1.0,0.0,2.0,1333.0,95.0,9.0,2014,99.93,0.0,0.0,0.07,0.0,0.14,92.63,6.6,0.63
08-2014,Minor Injury Unit or Other,New Victoria Hospital,NHS Greater Glasgow and Clyde,2088.0,2087.0,0.0,0.0,1.0,6.0,0.0,1963.0,117.0,2.0,2014,99.95,0.0,0.0,0.05,0.29,0.0,94.01,5.6,0.1
08-2014,Emergency Department,New Victoria Hospital,NHS Greater Glasgow and Clyde,5175.0,4450.0,56.0,2.0,667.0,1567.0,14.0,3167.0,340.0,87.0,2014,85.99,1.08,0.04,12.89,30.28,0.27,61.2,6.57,1.68
08-2014,Emergency Department,Queen Elizabeth University Hospital,NHS Greater Glasgow and Clyde,4145.0,3743.0,20.0,1.0,381.0,1151.0,12.0,2719.0,185.0,78.0,2014,90.3,0.48,0.02,9.19,27.77,0.29,65.6,4.46,1.88
08-2014,Emergency Department,Royal Hospital for Children,NHS Greater Glasgow and Clyde,3681.0,3616.0,0.0,0.0,65.0,1021.0,2.0,2654.0,1.0,3.0,2014,98.23,0.0,0.0,1.77,27.74,0.05,72.1,0.03,0.08
08-2014,Emergency Department,West Glasgow,NHS Greater Glasgow and Clyde,5032.0,3938.0,144.0,1.0,949.0,1689.0,12.0,3044.0,146.0,141.0,2014,78.26,2.86,0.02,18.86,33.57,0.24,60.49,2.9,2.8
08-2014,Emergency Department,Lorn & Islands Hospital,NHS Highland,663.0,640.0,0.0,0.0,23.0,127.0,0.0,521.0,15.0,0.0,2014,96.53,0.0,0.0,3.47,19.16,0.0,78.58,2.26,0.0
08-2014,Emergency Department,Caithness General Hospital,NHS Highland,601.0,576.0,0.0,0.0,25.0,157.0,2.0,440.0,2.0,0.0,2014,95.84,0.0,0.0,4.16,26.12,0.33,73.21,0.33,0.0
08-2014,Emergency Department,Raigmore Hospital,NHS Highland,2875.0,2722.0,9.0,0.0,144.0,710.0,4.0,2154.0,7.0,0.0,2014,94.68,0.31,0.0,5.01,24.7,0.14,74.92,0.24,0.0
08-2014,Emergency Department,Belford Hospital,NHS Highland,946.0,891.0,1.0,1.0,53.0,148.0,0.0,794.0,4.0,0.0,2014,94.19,0.11,0.11,5.6,15.64,0.0,83.93,0.42,0.0
08-2014,Emergency Department,University Hospital Monklands,NHS Lanarkshire,5653.0,5116.0,28.0,2.0,507.0,1578.0,5.0,3809.0,140.0,121.0,2014,90.5,0.5,0.04,8.97,27.91,0.09,67.38,2.48,2.14
08-2014,Emergency Department,University Hospital Hairmyres,NHS Lanarkshire,5142.0,4674.0,56.0,14.0,398.0,1438.0,5.0,3562.0,124.0,13.0,2014,90.9,1.09,0.27,7.74,27.97,0.1,69.27,2.41,0.25
08-2014,Emergency Department,University Hospital Wishaw,NHS Lanarkshire,5427.0,4823.0,41.0,7.0,556.0,1257.0,9.0,3913.0,167.0,81.0,2014,88.87,0.76,0.13,10.25,23.16,0.17,72.1,3.08,1.49
08-2014,Minor Injury Unit or Other,Western General Hospital,NHS Lothian,3512.0,3042.0,71.0,14.0,385.0,1095.0,1.0,2390.0,26.0,0.0,2014,86.62,2.02,0.4,10.96,31.18,0.03,68.05,0.74,0.0
08-2014,Emergency Department,St John's Hospital,NHS Lothian,4492.0,4270.0,11.0,0.0,211.0,1055.0,3.0,3347.0,87.0,0.0,2014,95.06,0.24,0.0,4.7,23.49,0.07,74.51,1.94,0.0
08-2014,Emergency Department,Royal Infirmary of Edinburgh at Little France,NHS Lothian,10311.0,9520.0,116.0,3.0,672.0,2917.0,20.0,7098.0,276.0,0.0,2014,92.33,1.13,0.03,6.52,28.29,0.19,68.84,2.68,0.0
08-2014,Emergency Department,Royal Hospital for Children and Young People,NHS Lothian,3275.0,3235.0,0.0,0.0,40.0,436.0,1.0,2837.0,1.0,0.0,2014,98.78,0.0,0.0,1.22,13.31,0.03,86.63,0.03,0.0
08-2014,Emergency Department,The Balfour,NHS Orkney,502.0,495.0,0.0,0.0,7.0,146.0,0.0,337.0,1.0,18.0,2014,98.61,0.0,0.0,1.39,29.08,0.0,67.13,0.2,3.59
08-2014,Emergency Department,Gilbert Bain Hospital,NHS Shetland,730.0,706.0,1.0,0.0,23.0,152.0,0.0,542.0,2.0,34.0,2014,96.71,0.14,0.0,3.15,20.82,0.0,74.25,0.27,4.66
08-2014,Emergency Department,Ninewells Hospital,NHS Tayside,3917.0,3872.0,0.0,0.0,45.0,903.0,9.0,2792.0,202.0,11.0,2014,98.85,0.0,0.0,1.15,23.05,0.23,71.28,5.16,0.28
08-2014,Emergency Department,Perth Royal Infirmary,NHS Tayside,2202.0,2175.0,1.0,0.0,26.0,343.0,0.0,1410.0,354.0,95.0,2014,98.77,0.05,0.0,1.18,15.58,0.0,64.03,16.08,4.31
08-2014,Minor Injury Unit or Other,St Margaret's Hospital,NHS Tayside,46.0,46.0,0.0,0.0,0.0,0.0,0.0,42.0,4.0,0.0,2014,100.0,0.0,0.0,0.0,0.0,0.0,91.3,8.7,0.0
08-2014,Minor Injury Unit or Other,Aberfeldy Cottage Hospital,NHS Tayside,10.0,10.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,2014,100.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,10.0
08-2014,Minor Injury Unit or Other,Blairgowrie & Rattray Cottage Hospital,NHS Tayside,276.0,275.0,0.0,0.0,1.0,0.0,0.0,246.0,28.0,2.0,2014,99.64,0.0,0.0,0.36,0.0,0.0,89.13,10.14,0.72
08-2014,Minor Injury Unit or Other,Arbroath Infirmary,NHS Tayside,1262.0,1260.0,0.0,0.0,2.0,0.0,1.0,1126.0,133.0,2.0,2014,99.84,0.0,0.0,0.16,0.0,0.08,89.22,10.54,0.16
08-2014,Minor Injury Unit or Other,Brechin Infirmary,NHS Tayside,302.0,302.0,0.0,0.0,0.0,0.0,0.0,276.0,26.0,0.0,2014,100.0,0.0,0.0,0.0,0.0,0.0,91.39,8.61,0.0
08-2014,Minor Injury Unit or Other,Crieff Community Hospital,NHS Tayside,163.0,163.0,0.0,0.0,0.0,0.0,0.0,135.0,14.0,14.0,2014,100.0,0.0,0.0,0.0,0.0,0.0,82.82,8.59,8.59
08-2014,Minor Injury Unit or Other,Whitehills Health and Community Care Centre,NHS Tayside,716.0,716.0,0.0,0.0,0.0,0.0,1.0,676.0,39.0,0.0,2014,100.0,0.0,0.0,0.0,0.0,0.14,94.41,5.45,0.0
08-2014,Minor Injury Unit or Other,Pitlochry Community Hospital,NHS Tayside,254.0,253.0,0.0,0.0,1.0,1.0,0.0,228.0,21.0,4.0,2014,99.61,0.0,0.0,0.39,0.39,0.0,89.76,8.27,1.57
08-2014,Emergency Department,Western Isles Hospital,NHS Western Isles,603.0,590.0,0.0,0.0,13.0,117.0,1.0,473.0,5.0,7.0,2014,97.84,0.0,0.0,2.16,19.4,0.17,78.44,0.83,1.16
09-2014,Emergency Department,University Hospital Crosshouse,NHS Ayrshire and Arran,6333.0,5971.0,23.0,3.0,336.0,2465.0,5.0,3428.0,145.0,290.0,2014,94.28,0.36,0.05,5.31,38.92,0.08,54.13,2.29,4.58
09-2014,Emergency Department,University Hospital Ayr,NHS Ayrshire and Arran,3878.0,3705.0,2.0,1.0,170.0,1408.0,7.0,2311.0,82.0,70.0,2014,95.54,0.05,0.03,4.38,36.31,0.18,59.59,2.11,1.81
09-2014,Emergency Department,Borders General Hospital,NHS Borders,2413.0,2292.0,3.0,0.0,118.0,810.0,3.0,1472.0,111.0,17.0,2014,94.99,0.12,0.0,4.89,33.57,0.12,61.0,4.6,0.7
09-2014,Minor Injury Unit or Other,Newton Stewart Hospital,NHS Dumfries and Galloway,21.0,21.0,0.0,0.0,0.0,0.0,0.0,15.0,6.0,0.0,2014,100.0,0.0,0.0,0.0,0.0,0.0,71.43,28.57,0.0
09-2014,Emergency Department,Galloway Community Hospital,NHS Dumfries and Galloway,1043.0,1020.0,2.0,0.0,21.0,111.0,2.0,879.0,51.0,0.0,2014,97.79,0.19,0.0,2.01,10.64,0.19,84.28,4.89,0.0
09-2014,Emergency Department,Dumfries & Galloway Royal Infirmary,NHS Dumfries and Galloway,3042.0,2938.0,0.0,0.0,104.0,1049.0,3.0,1895.0,95.0,0.0,2014,96.58,0.0,0.0,3.42,34.48,0.1,62.29,3.12,0.0
09-2014,Emergency Department,Victoria Hospital,NHS Fife,5431.0,5131.0,15.0,1.0,284.0,1302.0,9.0,3791.0,178.0,151.0,2014,94.48,0.28,0.02,5.23,23.97,0.17,69.8,3.28,2.78
09-2014,Minor Injury Unit or Other,Queen Margaret Hospital,NHS Fife,1775.0,1773.0,0.0,0.0,2.0,8.0,0.0,1593.0,162.0,12.0,2014,99.89,0.0,0.0,0.11,0.45,0.0,89.75,9.13,0.68
09-2014,Minor Injury Unit or Other,Stirling Community Hospital,NHS Forth Valley,1405.0,1405.0,0.0,0.0,0.0,4.0,0.0,1189.0,70.0,142.0,2014,100.0,0.0,0.0,0.0,0.28,0.0,84.63,4.98,10.11
09-2014,Emergency Department,Forth Valley Royal Hospital,NHS Forth Valley,5518.0,5017.0,52.0,7.0,442.0,1160.0,13.0,3885.0,34.0,426.0,2014,90.92,0.94,0.13,8.01,21.02,0.24,70.41,0.62,7.72
09-2014,Emergency Department,Aberdeen Royal Infirmary,NHS Grampian,5161.0,4668.0,41.0,0.0,452.0,1222.0,13.0,3347.0,39.0,540.0,2014,90.45,0.79,0.0,8.76,23.68,0.25,64.85,0.76,10.46
09-2014,Emergency Department,Royal Aberdeen Children's Hospital,NHS Grampian,1603.0,1571.0,0.0,0.0,32.0,312.0,0.0,1289.0,0.0,2.0,2014,98.0,0.0,0.0,2.0,19.46,0.0,80.41,0.0,0.12
09-2014,Emergency Department,Dr Gray's Hospital,NHS Grampian,2105.0,1964.0,11.0,0.0,130.0,415.0,1.0,1674.0,15.0,0.0,2014,93.3,0.52,0.0,6.18,19.71,0.05,79.52,0.71,0.0
09-2014,Minor Injury Unit or Other,Vale of Leven General Hospital,NHS Greater Glasgow and Clyde,1409.0,1374.0,2.0,0.0,33.0,193.0,1.0,1126.0,78.0,11.0,2014,97.52,0.14,0.0,2.34,13.7,0.07,79.91,5.54,0.78
09-2014,Emergency Department,Inverclyde Royal Hospital,NHS Greater Glasgow and Clyde,2854.0,2551.0,11.0,0.0,292.0,744.0,1.0,1871.0,36.0,202.0,2014,89.38,0.39,0.0,10.23,26.07,0.04,65.56,1.26,7.08
09-2014,Emergency Department,Royal Alexandra Hospital,NHS Greater Glasgow and Clyde,5957.0,5327.0,60.0,0.0,570.0,1905.0,12.0,3797.0,100.0,143.0,2014,89.42,1.01,0.0,9.57,31.98,0.2,63.74,1.68,2.4
09-2014,Emergency Department,Glasgow Royal Infirmary,NHS Greater Glasgow and Clyde,7091.0,6378.0,21.0,0.0,692.0,2145.0,13.0,4525.0,126.0,282.0,2014,89.95,0.3,0.0,9.76,30.25,0.18,63.81,1.78,3.98
09-2014,Minor Injury Unit or Other,Stobhill Hospital,NHS Greater Glasgow and Clyde,1537.0,1537.0,0.0,0.0,0.0,0.0,0.0,1432.0,94.0,11.0,2014,100.0,0.0,0.0,0.0,0.0,0.0,93.17,6.12,0.72
09-2014,Minor Injury Unit or Other,New Victoria Hospital,NHS Greater Glasgow and Clyde,2213.0,2213.0,0.0,0.0,0.0,2.0,0.0,2062.0,146.0,3.0,2014,100.0,0.0,0.0,0.0,0.09,0.0,93.18,6.6,0.14
09-2014,Emergency Department,New Victoria Hospital,NHS Greater Glasgow and Clyde,5025.0,4533.0,27.0,0.0,465.0,1487.0,9.0,3117.0,335.0,77.0,2014,90.21,0.54,0.0,9.25,29.59,0.18,62.03,6.67,1.53
09-2014,Emergency Department,Queen Elizabeth University Hospital,NHS Greater Glasgow and Clyde,4084.0,3755.0,6.0,1.0,322.0,1142.0,29.0,2676.0,156.0,81.0,2014,91.94,0.15,0.02,7.88,27.96,0.71,65.52,3.82,1.98
09-2014,Emergency Department,Royal Hospital for Children,NHS Greater Glasgow and Clyde,3972.0,3913.0,0.0,0.0,59.0,1066.0,0.0,2896.0,3.0,7.0,2014,98.51,0.0,0.0,1.49,26.84,0.0,72.91,0.08,0.18
09-2014,Emergency Department,West Glasgow,NHS Greater Glasgow and Clyde,5153.0,4385.0,75.0,16.0,677.0,1520.0,9.0,3318.0,135.0,171.0,2014,85.1,1.46,0.31,13.14,29.5,0.17,64.39,2.62,3.32
09-2014,Emergency Department,Lorn & Islands Hospital,NHS Highland,618.0,611.0,0.0,0.0,7.0,121.0,0.0,487.0,10.0,0.0,2014,98.87,0.0,0.0,1.13,19.58,0.0,78.8,1.62,0.0
09-2014,Emergency Department,Caithness General Hospital,NHS Highland,545.0,525.0,2.0,0.0,18.0,133.0,1.0,408.0,3.0,0.0,2014,96.33,0.37,0.0,3.3,24.4,0.18,74.86,0.55,0.0
09-2014,Emergency Department,Raigmore Hospital,NHS Highland,2834.0,2701.0,3.0,1.0,129.0,684.0,4.0,2129.0,17.0,0.0,2014,95.31,0.11,0.04,4.55,24.14,0.14,75.12,0.6,0.0
09-2014,Emergency Department,Belford Hospital,NHS Highland,874.0,829.0,1.0,0.0,44.0,119.0,1.0,750.0,4.0,0.0,2014,94.85,0.11,0.0,5.03,13.62,0.11,85.81,0.46,0.0
09-2014,Emergency Department,University Hospital Monklands,NHS Lanarkshire,5661.0,5189.0,30.0,8.0,434.0,1603.0,6.0,3833.0,131.0,88.0,2014,91.66,0.53,0.14,7.67,28.32,0.11,67.71,2.31,1.55
09-2014,Emergency Department,University Hospital Hairmyres,NHS Lanarkshire,4945.0,4351.0,125.0,38.0,431.0,1348.0,3.0,3482.0,94.0,18.0,2014,87.99,2.53,0.77,8.72,27.26,0.06,70.41,1.9,0.36
09-2014,Emergency Department,University Hospital Wishaw,NHS Lanarkshire,5517.0,4669.0,151.0,49.0,648.0,1280.0,8.0,3959.0,144.0,126.0,2014,84.63,2.74,0.89,11.75,23.2,0.15,71.76,2.61,2.28
09-2014,Minor Injury Unit or Other,Western General Hospital,NHS Lothian,3634.0,3235.0,73.0,21.0,305.0,1080.0,0.0,2524.0,30.0,0.0,2014,89.02,2.01,0.58,8.39,29.72,0.0,69.46,0.83,0.0
09-2014,Emergency Department,St John's Hospital,NHS Lothian,4628.0,4402.0,17.0,1.0,208.0,1065.0,7.0,3473.0,83.0,0.0,2014,95.12,0.37,0.02,4.49,23.01,0.15,75.04,1.79,0.0
09-2014,Emergency Department,Royal Infirmary of Edinburgh at Little France,NHS Lothian,10095.0,9406.0,57.0,1.0,631.0,2858.0,20.0,7007.0,210.0,0.0,2014,93.17,0.56,0.01,6.25,28.31,0.2,69.41,2.08,0.0
09-2014,Emergency Department,Royal Hospital for Children and Young People,NHS Lothian,3799.0,3747.0,0.0,0.0,52.0,494.0,0.0,3305.0,0.0,0.0,2014,98.63,0.0,0.0,1.37,13.0,0.0,87.0,0.0,0.0
09-2014,Emergency Department,The Balfour,NHS Orkney,439.0,436.0,0.0,0.0,3.0,118.0,0.0,309.0,1.0,11.0,2014,99.32,0.0,0.0,0.68,26.88,0.0,70.39,0.23,2.51
09-2014,Emergency Department,Gilbert Bain Hospital,NHS Shetland,675.0,647.0,2.0,0.0,26.0,179.0,1.0,465.0,2.0,28.0,2014,95.85,0.3,0.0,3.85,26.52,0.15,68.89,0.3,4.15
09-2014,Emergency Department,Ninewells Hospital,NHS Tayside,4078.0,4028.0,0.0,0.0,50.0,1037.0,4.0,2953.0,75.0,9.0,2014,98.77,0.0,0.0,1.23,25.43,0.1,72.41,1.84,0.22
09-2014,Emergency Department,Perth Royal Infirmary,NHS Tayside,2177.0,2122.0,0.0,0.0,55.0,352.0,0.0,1432.0,302.0,91.0,2014,97.47,0.0,0.0,2.53,16.17,0.0,65.78,13.87,4.18
09-2014,Minor Injury Unit or Other,St Margaret's Hospital,NHS Tayside,34.0,34.0,0.0,0.0,0.0,0.0,0.0,27.0,7.0,0.0,2014,100.0,0.0,0.0,0.0,0.0,0.0,79.41,20.59,0.0
09-2014,Minor Injury Unit or Other,Aberfeldy Cottage Hospital,NHS Tayside,18.0,18.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,2014,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
09-2014,Minor Injury Unit or Other,Blairgowrie & Rattray Cottage Hospital,NHS Tayside,252.0,252.0,0.0,0.0,0.0,0.0,0.0,232.0,20.0,0.0,2014,100.0,0.0,0.0,0.0,0.0,0.0,92.06,7.94,0.0
09-2014,Minor Injury Unit or Other,Arbroath Infirmary,NHS Tayside,1110.0,1109.0,0.0,0.0,1.0,0.0,1.0,1000.0,103.0,6.0,2014,99.91,0.0,0.0,0.09,0.0,0.09,90.09,9.28,0.54
09-2014,Minor Injury Unit or Other,Brechin Infirmary,NHS Tayside,263.0,263.0,0.0,0.0,0.0,0.0,1.0,249.0,13.0,0.0,2014,100.0,0.0,0.0,0.0,0.0,0.38,94.68,4.94,0.0
09-2014,Minor Injury Unit or Other,Crieff Community Hospital,NHS Tayside,163.0,163.0,0.0,0.0,0.0,0.0,0.0,134.0,21.0,8.0,2014,100.0,0.0,0.0,0.0,0.0,0.0,82.21,12.88,4.91
09-2014,Minor Injury Unit or Other,Whitehills Health and Community Care Centre,NHS Tayside,606.0,604.0,0.0,0.0,2.0,0.0,0.0,568.0,34.0,4.0,2014,99.67,0.0,0.0,0.33,0.0,0.0,93.73,5.61,0.66
09-2014,Minor Injury Unit or Other,Pitlochry Community Hospital,NHS Tayside,256.0,256.0,0.0,0.0,0.0,0.0,0.0,233.0,20.0,3.0,2014,100.0,0.0,0.0,0.0,0.0,0.0,91.02,7.81,1.17
09-2014,Emergency Department,Western Isles Hospital,NHS Western Isles,532.0,523.0,0.0,0.0,9.0,93.0,1.0,428.0,2.0,8.0,2014,98.31,0.0,0.0,1.69,17.48,0.19,80.45,0.38,1.5
10-2014,Emergency Department,University Hospital Crosshouse,NHS Ayrshire and Arran,5888.0,5225.0,58.0,8.0,597.0,2390.0,5.0,3074.0,97.0,322.0,2014,88.74,0.99,0.14,10.14,40.59,0.08,52.21,1.65,5.47
10-2014,Emergency Department,University Hospital Ayr,NHS Ayrshire and Arran,3710.0,3571.0,2.0,0.0,137.0,1429.0,3.0,2067.0,116.0,95.0,2014,96.25,0.05,0.0,3.69,38.52,0.08,55.71,3.13,2.56
10-2014,Emergency Department,Borders General Hospital,NHS Borders,2167.0,2093.0,2.0,0.0,72.0,750.0,4.0,1265.0,131.0,17.0,2014,96.59,0.09,0.0,3.32,34.61,0.18,58.38,6.05,0.78
10-2014,Minor Injury Unit or Other,Newton Stewart Hospital,NHS Dumfries and Galloway,15.0,15.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,0.0,2014,100.0,0.0,0.0,0.0,0.0,0.0,80.0,20.0,0.0
10-2014,Emergency Department,Galloway Community Hospital,NHS Dumfries and Galloway,945.0,928.0,0.0,0.0,17.0,114.0,2.0,753.0,76.0,0.0,2014,98.2,0.0,0.0,1.8,12.06,0.21,79.68,8.04,0.0
10-2014,Emergency Department,Dumfries & Galloway Royal Infirmary,NHS Dumfries and Galloway,2821.0,2680.0,1.0,0.0,140.0,1103.0,10.0,1617.0,91.0,0.0,2014,95.0,0.04,0.0,4.96,39.1,0.35,57.32,3.23,0.0
10-2014,Emergency Department,Victoria Hospital,NHS Fife,5074.0,4474.0,68.0,4.0,528.0,1365.0,8.0,3432.0,120.0,149.0,2014,88.18,1.34,0.08,10.41,26.9,0.16,67.64,2.36,2.94
10-2014,Minor Injury Unit or Other,Queen Margaret Hospital,NHS Fife,1528.0,1528.0,0.0,0.0,0.0,3.0,0.0,1347.0,171.0,7.0,2014,100.0,0.0,0.0,0.0,0.2,0.0,88.15,11.19,0.46
10-2014,Minor Injury Unit or Other,Stirling Community Hospital,NHS Forth Valley,1158.0,1158.0,0.0,0.0,0.0,3.0,0.0,982.0,47.0,126.0,2014,100.0,0.0,0.0,0.0,0.26,0.0,84.8,4.06,10.88
10-2014,Emergency Department,Forth Valley Royal Hospital,NHS Forth Valley,5154.0,4600.0,67.0,13.0,474.0,1226.0,7.0,3511.0,36.0,374.0,2014,89.25,1.3,0.25,9.2,23.79,0.14,68.12,0.7,7.26
10-2014,Emergency Department,Aberdeen Royal Infirmary,NHS Grampian,4774.0,4206.0,76.0,6.0,486.0,1209.0,9.0,3050.0,32.0,474.0,2014,88.1,1.59,0.13,10.18,25.32,0.19,63.89,0.67,9.93
10-2014,Emergency Department,Royal Aberdeen Children's Hospital,NHS Grampian,1328.0,1303.0,2.0,0.0,23.0,304.0,0.0,1024.0,0.0,0.0,2014,98.12,0.15,0.0,1.73,22.89,0.0,77.11,0.0,0.0
10-2014,Emergency Department,Dr Gray's Hospital,NHS Grampian,1844.0,1737.0,10.0,2.0,95.0,365.0,1.0,1469.0,9.0,0.0,2014,94.2,0.54,0.11,5.15,19.79,0.05,79.66,0.49,0.0
10-2014,Minor Injury Unit or Other,Vale of Leven General Hospital,NHS Greater Glasgow and Clyde,1260.0,1228.0,1.0,1.0,30.0,223.0,2.0,960.0,72.0,3.0,2014,97.46,0.08,0.08,2.38,17.7,0.16,76.19,5.71,0.24
10-2014,Emergency Department,Inverclyde Royal Hospital,NHS Greater Glasgow and Clyde,2648.0,2452.0,7.0,0.0,189.0,701.0,0.0,1780.0,48.0,119.0,2014,92.6,0.26,0.0,7.14,26.47,0.0,67.22,1.81,4.49
10-2014,Emergency Department,Royal Alexandra Hospital,NHS Greater Glasgow and Clyde,5666.0,4994.0,59.0,2.0,611.0,2010.0,10.0,3417.0,96.0,133.0,2014,88.14,1.04,0.04,10.78,35.47,0.18,60.31,1.69,2.35
10-2014,Emergency Department,Glasgow Royal Infirmary,NHS Greater Glasgow and Clyde,7035.0,6141.0,21.0,0.0,873.0,2158.0,10.0,4405.0,129.0,333.0,2014,87.29,0.3,0.0,12.41,30.68,0.14,62.62,1.83,4.73
10-2014,Minor Injury Unit or Other,Stobhill Hospital,NHS Greater Glasgow and Clyde,1346.0,1346.0,0.0,0.0,0.0,2.0,0.0,1240.0,94.0,10.0,2014,100.0,0.0,0.0,0.0,0.15,0.0,92.12,6.98,0.74
10-2014,Minor Injury Unit or Other,New Victoria Hospital,NHS Greater Glasgow and Clyde,1889.0,1889.0,0.0,0.0,0.0,2.0,1.0,1778.0,106.0,2.0,2014,100.0,0.0,0.0,0.0,0.11,0.05,94.12,5.61,0.11
10-2014,Emergency Department,New Victoria Hospital,NHS Greater Glasgow and Clyde,5063.0,4338.0,71.0,21.0,633.0,1579.0,12.0,3052.0,317.0,103.0,2014,85.68,1.4,0.41,12.5,31.19,0.24,60.28,6.26,2.03
10-2014,Emergency Department,Queen Elizabeth University Hospital,NHS Greater Glasgow and Clyde,3956.0,3511.0,36.0,3.0,406.0,1188.0,35.0,2498.0,188.0,47.0,2014,88.75,0.91,0.08,10.26,30.03,0.88,63.14,4.75,1.19
10-2014,Emergency Department,Royal Hospital for Children,NHS Greater Glasgow and Clyde,3670.0,3622.0,0.0,0.0,48.0,1027.0,4.0,2635.0,3.0,1.0,2014,98.69,0.0,0.0,1.31,27.98,0.11,71.8,0.08,0.03
10-2014,Emergency Department,West Glasgow,NHS Greater Glasgow and Clyde,4996.0,3957.0,124.0,0.0,915.0,1545.0,8.0,3126.0,170.0,147.0,2014,79.2,2.48,0.0,18.31,30.92,0.16,62.57,3.4,2.94
10-2014,Emergency Department,Lorn & Islands Hospital,NHS Highland,464.0,451.0,0.0,0.0,13.0,96.0,0.0,358.0,10.0,0.0,2014,97.2,0.0,0.0,2.8,20.69,0.0,77.16,2.16,0.0
10-2014,Emergency Department,Caithness General Hospital,NHS Highland,522.0,507.0,0.0,0.0,15.0,141.0,0.0,380.0,1.0,0.0,2014,97.13,0.0,0.0,2.87,27.01,0.0,72.8,0.19,0.0
10-2014,Emergency Department,Raigmore Hospital,NHS Highland,2547.0,2400.0,5.0,0.0,142.0,677.0,3.0,1855.0,12.0,0.0,2014,94.23,0.2,0.0,5.58,26.58,0.12,72.83,0.47,0.0
10-2014,Emergency Department,Belford Hospital,NHS Highland,699.0,665.0,1.0,0.0,33.0,126.0,1.0,568.0,4.0,0.0,2014,95.14,0.14,0.0,4.72,18.03,0.14,81.26,0.57,0.0
10-2014,Emergency Department,University Hospital Monklands,NHS Lanarkshire,5410.0,4891.0,44.0,4.0,471.0,1557.0,5.0,3648.0,120.0,80.0,2014,90.41,0.81,0.07,8.71,28.78,0.09,67.43,2.22,1.48
10-2014,Emergency Department,University Hospital Hairmyres,NHS Lanarkshire,4696.0,3854.0,206.0,57.0,579.0,1395.0,6.0,3180.0,93.0,22.0,2014,82.07,4.39,1.21,12.33,29.71,0.13,67.72,1.98,0.47
10-2014,Emergency Department,University Hospital Wishaw,NHS Lanarkshire,5168.0,4525.0,91.0,31.0,521.0,1213.0,7.0,3703.0,136.0,109.0,2014,87.56,1.76,0.6,10.08,23.47,0.14,71.65,2.63,2.11
10-2014,Minor Injury Unit or Other,Western General Hospital,NHS Lothian,3362.0,2874.0,70.0,12.0,406.0,1137.0,1.0,2209.0,15.0,0.0,2014,85.48,2.08,0.36,12.08,33.82,0.03,65.7,0.45,0.0
10-2014,Emergency Department,St John's Hospital,NHS Lothian,4438.0,4148.0,21.0,1.0,268.0,1097.0,7.0,3276.0,58.0,0.0,2014,93.47,0.47,0.02,6.04,24.72,0.16,73.82,1.31,0.0
10-2014,Emergency Department,Royal Infirmary of Edinburgh at Little France,NHS Lothian,9958.0,9242.0,84.0,1.0,631.0,2886.0,31.0,6847.0,194.0,0.0,2014,92.81,0.84,0.01,6.34,28.98,0.31,68.76,1.95,0.0
10-2014,Emergency Department,Royal Hospital for Children and Young People,NHS Lothian,3669.0,3581.0,3.0,0.0,85.0,533.0,1.0,3134.0,1.0,0.0,2014,97.6,0.08,0.0,2.32,14.53,0.03,85.42,0.03,0.0
10-2014,Emergency Department,The Balfour,NHS Orkney,401.0,399.0,0.0,0.0,2.0,136.0,0.0,263.0,0.0,2.0,2014,99.5,0.0,0.0,0.5,33.92,0.0,65.59,0.0,0.5
